date,Availability,SOC,Power,Frequency
08/09/2025 12:00:00,,1.0,-0.006763333333333334,50.01
08/09/2025 12:30:00,,1.0,-0.006753333333333333,50.02333333333333
08/09/2025 13:00:00,,1.0,-0.006896666666666666,49.98
08/09/2025 13:30:00,,1.0,-0.00696,50.03333333333333
08/09/2025 14:00:00,,1.0,-0.006913333333333334,50.0
08/09/2025 14:30:00,,1.0,-0.006939999999999999,50.053333333333335
08/09/2025 15:00:00,,1.0,-0.006876666666666666,49.97666666666667
08/09/2025 15:30:00,,1.0,-0.006903333333333334,49.93
08/09/2025 16:00:00,,1.0,-0.006916666666666666,49.916666666666664
08/09/2025 16:30:00,,1.0,-0.006880000000000001,49.99
08/09/2025 17:00:00,,1.0,-0.0067866666666666665,49.96
08/09/2025 17:30:00,,1.0,-0.006966666666666667,50.01333333333333
08/09/2025 18:00:00,,1.0,-0.0069299999999999995,50.04666666666666
08/09/2025 18:30:00,,1.0,-0.007003333333333334,49.99333333333334
08/09/2025 19:00:00,,1.0,-0.00687,50.03333333333333
08/09/2025 19:30:00,,1.0,-0.0068000000000000005,50.046666666666674
08/09/2025 20:00:00,,1.0,-0.0069566666666666666,49.99333333333334
08/09/2025 20:30:00,,1.0,-0.00742,49.95333333333334
08/09/2025 21:00:00,,1.0,-0.00742,50.093333333333334
08/09/2025 21:30:00,,1.0,-0.007586666666666666,49.95666666666667
08/09/2025 22:00:00,,1.0,-0.007050000000000001,50.01666666666667
08/09/2025 22:30:00,,1.0,-0.00747,49.98
08/09/2025 23:00:00,,1.0,-0.0075,50.02333333333333
08/09/2025 23:30:00,,1.0,-0.0074399999999999996,50.086666666666666
09/09/2025 00:00:00,,1.0,-0.007513333333333334,49.93666666666667
09/09/2025 00:30:00,,1.0,-0.007463333333333333,49.916666666666664
09/09/2025 01:00:00,,1.0,-0.007396666666666667,50.093333333333334
09/09/2025 01:30:00,,1.0,-0.007616666666666667,49.906666666666666
09/09/2025 02:00:00,,1.0,-0.0072900000000000005,49.99
09/09/2025 02:30:00,,1.0,-0.007483333333333332,49.96
09/09/2025 03:00:00,,1.0,-0.007166666666666666,50.00666666666666
09/09/2025 03:30:00,,1.0,-0.007489999999999999,49.91
09/09/2025 04:00:00,,1.0,-0.007356666666666667,49.97
09/09/2025 04:30:00,,1.0,-0.00715,50.11333333333334
09/09/2025 05:00:00,,1.0,-0.007023333333333334,49.949999999999996
09/09/2025 05:30:00,,1.0,-0.006716666666666667,49.96666666666667
09/09/2025 06:00:00,,1.0,-0.006853333333333333,49.94333333333333
09/09/2025 06:30:00,,1.0,-0.007223333333333334,49.94333333333333
09/09/2025 07:00:00,,1.0,-0.006913333333333334,49.96
09/09/2025 07:30:00,,1.0,-0.007096666666666667,49.98
09/09/2025 08:00:00,,1.0,-0.00721,49.98
09/09/2025 08:30:00,,1.0,-0.006613333333333333,50.00333333333333
09/09/2025 09:00:00,,1.0,-0.006666666666666667,50.06
09/09/2025 09:30:00,,1.0,-0.006526666666666667,50.026666666666664
09/09/2025 10:00:00,,1.0,-0.006259999999999999,50.086666666666666
09/09/2025 10:30:00,,1.0,-0.0066166666666666665,49.96666666666666
